slide_no,slide_id,state,description_before_coordinates,latitude,longitude,description_after_coordinates,raw_record
1639,AP/ES/82P12/2022/81,Arunachal Pradesh,East Siang From Bomjir 15.3 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road),28.242969,95.537549,Rock Slide NA,1639 AP/ES/82P12/2022/81 Arunachal Pradesh East Siang From Bomjir 15.3 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road) 28.242969 95.537549 Rock Slide NA
1643,AP/ES/82P12/2022/82,Arunachal Pradesh,East Siang From Bomjir 15.1 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road),28.243417,95.538216,Debris Slide NA,1643 AP/ES/82P12/2022/82 Arunachal Pradesh East Siang From Bomjir 15.1 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road) 28.243417 95.538216 Debris Slide NA
1651,AP/LDV/82P16/2022/77,Arunachal Pradesh,Lower Dibang Valley From Bomjir 14.3 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road),28.246512,95.541646,Rock Slide NA,1651 AP/LDV/82P16/2022/77 Arunachal Pradesh Lower Dibang Valley From Bomjir 14.3 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road) 28.246512 95.541646 Rock Slide NA
1652,AP/LDV/82P16/2022/78,Arunachal Pradesh,Lower Dibang Valley From Bomjir 13.6 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road),28.249718,95.546273,Debris Slide NA,1652 AP/LDV/82P16/2022/78 Arunachal Pradesh Lower Dibang Valley From Bomjir 13.6 kms along NH-13 towards Pasighat NH-313 (Roing-Pasighat road) 28.249718 95.546273 Debris Slide NA
1653,AP/LDV/82P11/2022/LS71,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, towards sisseri bridge",28.251139,95.55011,Debris Slide NA,"1653 AP/LDV/82P11/2022/LS71 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, towards sisseri bridge 28.251139 95.55011 Debris Slide NA"
1658,AP/LDV/82P11/2022/LS72,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, towards Sesseri bridge",28.253915,95.578439,Debris Slide NA,"1658 AP/LDV/82P11/2022/LS72 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, towards Sesseri bridge 28.253915 95.578439 Debris Slide NA"
1659,AP/LDV/82P11/2022/LS73,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, near Sesseri bridge",28.254509,95.581558,Debris Slide NA,"1659 AP/LDV/82P11/2022/LS73 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, near Sesseri bridge 28.254509 95.581558 Debris Slide NA"
1660,AP/LDV/82P11/2022/LS74,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, Sesseri Bridge",28.255059,95.576996,Debris Slide NA,"1660 AP/LDV/82P11/2022/LS74 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, Sesseri Bridge 28.255059 95.576996 Debris Slide NA"
1661,,Arunachal Pradesh,Lower Dibang Valley LS-24 NH-13,28.255261,95.582613,Rock Wedge failure NA,1661 AP/E-Siang/82P8/2021/LS24 Arunachal Pradesh Lower Dibang Valley LS-24 NH-13 28.255261 95.582613 Rock Wedge failure NA
1662,AP/LDV/82P11/2022/LS75,Arunachal Pradesh,Lower Dibang Valley LS-75 NH-13,28.255355,95.551658,Debris Slide NA,1662 AP/LDV/82P11/2022/LS75 Arunachal Pradesh Lower Dibang Valley LS-75 NH-13 28.255355 95.551658 Debris Slide NA
1663,,Arunachal Pradesh,"Lower Dibang Valley LS-25 NH-13, towards Rengging",28.255703,95.55061,Rock Wedge failure NA,"1663 AP/E-Siang/82P8/2021/LS25 Arunachal Pradesh Lower Dibang Valley LS-25 NH-13, towards Rengging 28.255703 95.55061 Rock Wedge failure NA"
1665,,Arunachal Pradesh,Lower Dibang Valley LS-26 NH-13,28.256126,95.576152,Debris Slide NA,1665 AP/E-Siang/82P8/2021/LS26 Arunachal Pradesh Lower Dibang Valley LS-26 NH-13 28.256126 95.576152 Debris Slide NA
1666,AP/LDV/82P11/2022/LS77,Arunachal Pradesh,Lower Dibang Valley LS-77 NH-13,28.256397,95.550978,Debris Slide NA,1666 AP/LDV/82P11/2022/LS77 Arunachal Pradesh Lower Dibang Valley LS-77 NH-13 28.256397 95.550978 Debris Slide NA
1667,AP/LDV/82P11/2022/LS76,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, towards Sesseri bridge",28.256434,95.57515,Debris Slide NA,"1667 AP/LDV/82P11/2022/LS76 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, towards Sesseri bridge 28.256434 95.57515 Debris Slide NA"
1668,AP/LDV/82P11/2022/LS84,Arunachal Pradesh,"Lower Dibang Valley Sisseri bridge slide NH-13, Sesseri Bridge",28.25701,95.551656,Debris Slide NA,"1668 AP/LDV/82P11/2022/LS84 Arunachal Pradesh Lower Dibang Valley Sisseri bridge slide NH-13, Sesseri Bridge 28.25701 95.551656 Debris Slide NA"
1684,AP/LDV/82P/11/2022/LS-92,Arunachal Pradesh,Lower Dibang Valley  West Sisseri bridge slide  NH-13.,28.262806,95.565421,Debris Slide NA,1684 AP/LDV/82P/11/2022/LS-92 Arunachal Pradesh Lower Dibang Valley  West Sisseri bridge slide  NH-13. 28.262806 95.565421 Debris Slide NA
1685,AP/LDV/82P11/2022/LS83,Arunachal Pradesh,Lower Dibang Valley LS-83 NH-13,28.262879,95.551911,Debris Slide NA,1685 AP/LDV/82P11/2022/LS83 Arunachal Pradesh Lower Dibang Valley LS-83 NH-13 28.262879 95.551911 Debris Slide NA
1688,AP/LDV/82P/11/2022/LS-94,Arunachal Pradesh,Lower Dibang Valley  West Sessiri bridge NH-13,28.263468,95.570661,Rock Wedge failure NA,1688 AP/LDV/82P/11/2022/LS-94 Arunachal Pradesh Lower Dibang Valley  West Sessiri bridge NH-13 28.263468 95.570661 Rock Wedge failure NA
1689,AP/LDV/82P/11/2022/LS-95,Arunachal Pradesh,Lower Dibang Valley West Sessiri bridge NH-13,28.263731,95.551326,Debris Slide NA,1689 AP/LDV/82P/11/2022/LS-95 Arunachal Pradesh Lower Dibang Valley West Sessiri bridge NH-13 28.263731 95.551326 Debris Slide NA
1691,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village",28.2646,95.571519,Debris Slide NA,"1691 AP/E-Siang/82P8/2022/LS30 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village 28.2646 95.571519 Debris Slide NA"
1694,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village",28.265266,95.56964,Debris Slide NA,"1694 AP/E-Siang/82P8/2022/LS31 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village 28.265266 95.56964 Debris Slide NA"
1695,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village",28.265532,95.549321,Debris Slide NA,"1695 AP/E-Siang/82P8/2022/LS32 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village 28.265532 95.549321 Debris Slide NA"
1699,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village",28.265836,95.563875,Debris Slide NA,"1699 AP/E-Siang/82P8/2022/LS33 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, NE of Mebo village 28.265836 95.563875 Debris Slide NA"
1706,AP/DV/84P/14/2022/LS-102,Arunachal Pradesh,"Lower Dibang Valley  Anini Slide NH-13, Etalin to Anini",28.267216,95.559542,Debris Slide NA,"1706 AP/DV/84P/14/2022/LS-102 Arunachal Pradesh Lower Dibang Valley  Anini Slide NH-13, Etalin to Anini 28.267216 95.559542 Debris Slide NA"
1707,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, nE of Mebo village",28.267526,95.561048,Debris Slide NA,"1707 AP/E-Siang/82P8/2022/LS34 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, nE of Mebo village 28.267526 95.561048 Debris Slide NA"
1708,AP/LD/82P/14/2022/LS-103,Arunachal Pradesh,"Lower Dibang Valley <Null> NH-13, Etalin to Anini",28.267726,95.551477,Debris Slide NA,"1708 AP/LD/82P/14/2022/LS-103 Arunachal Pradesh Lower Dibang Valley <Null> NH-13, Etalin to Anini 28.267726 95.551477 Debris Slide NA"
1711,,Arunachal Pradesh,"Lower Dibang Valley Mebo Slide NH-13, nE of Mebo village, upstream of River",28.26825,95.555457,Debris Slide NA,"1711 AP/E-Siang/82P8/2022/LS35 Arunachal Pradesh Lower Dibang Valley Mebo Slide NH-13, nE of Mebo village, upstream of River 28.26825 95.555457 Debris Slide NA"
1712,,Arunachal Pradesh,"Lower Dibang Valley LS-36 NH-13, NE of Siluk village",28.269062,95.610767,Debris Slide NA,"1712 AP/E-Siang/82P8/2022/LS36 Arunachal Pradesh Lower Dibang Valley LS-36 NH-13, NE of Siluk village 28.269062 95.610767 Debris Slide NA"
1714,,Arunachal Pradesh,"Lower Dibang Valley LS-37 NH-13, Sesseri Bridge",28.26986,95.610757,Debris Slide NA,"1714 AP/E-Siang/82P8/2022/LS37 Arunachal Pradesh Lower Dibang Valley LS-37 NH-13, Sesseri Bridge 28.26986 95.610757 Debris Slide NA"
1825,AR/WS/82L16/2022/080,Arunachal Pradesh,West Siang Jomlo-Mongku Slide 3 NH-13,28.506306,94.873361,Debris Slide NA,1825 AR/WS/82L16/2022/080 Arunachal Pradesh West Siang Jomlo-Mongku Slide 3 NH-13 28.506306 94.873361 Debris Slide NA
1846,,Arunachal Pradesh,"Dibang Valley LS-39 NH-13, Pasighat river slide",28.608016,95.854035,Debris Slide NA,"1846 AP/E-Siang/82P8/2022/LS39 Arunachal Pradesh Dibang Valley LS-39 NH-13, Pasighat river slide 28.608016 95.854035 Debris Slide NA"
1847,AP/LDV/82P8/2022/LS38,Arunachal Pradesh,"Dibang Valley LS-38 NH-13, Dambuk slide",28.609263,95.856878,Debris Slide NA,"1847 AP/LDV/82P8/2022/LS38 Arunachal Pradesh Dibang Valley LS-38 NH-13, Dambuk slide 28.609263 95.856878 Debris Slide NA"
1851,AP/LDV/82P11/2022/LS82,Arunachal Pradesh,Dibang Valley LS-82 NH-13,28.615893,95.859914,Debris Slide NA,1851 AP/LDV/82P11/2022/LS82 Arunachal Pradesh Dibang Valley LS-82 NH-13 28.615893 95.859914 Debris Slide NA
1857,AP/LDV/82P11/2022/LS81,Arunachal Pradesh,Dibang Valley LS-81 NH-13,28.62267,95.856377,Debris Slide NA,1857 AP/LDV/82P11/2022/LS81 Arunachal Pradesh Dibang Valley LS-81 NH-13 28.62267 95.856377 Debris Slide NA
1860,,Arunachal Pradesh,"Dibang Valley LS-40 NH-13, Pasighat bridge slide",28.625114,95.852703,Debris Slide NA,"1860 AP/E-Siang/82P8/2022/LS40 Arunachal Pradesh Dibang Valley LS-40 NH-13, Pasighat bridge slide 28.625114 95.852703 Debris Slide NA"
1865,AP/LDV/82P11/2022/LS80,Arunachal Pradesh,Dibang Valley LS-80 NH-13,28.638336,95.856331,Debris Slide NA,1865 AP/LDV/82P11/2022/LS80 Arunachal Pradesh Dibang Valley LS-80 NH-13 28.638336 95.856331 Debris Slide NA
1880,,Arunachal Pradesh,"Dibang Valley LS-41 NH-13, Komlighat park, Pasighat bridge slide",28.760937,95.865649,Debris Slide NA,"1880 AP/E-Siang/82P8/2022/LS41 Arunachal Pradesh Dibang Valley LS-41 NH-13, Komlighat park, Pasighat bridge slide 28.760937 95.865649 Debris Slide NA"
1882,,Arunachal Pradesh,"Dibang Valley LS-42 NH-13, Komlighat park, Pasighat bridge slide",28.763514,95.868872,Debris Slide NA,"1882 AP/E-Siang/82P8/2022/LS42 Arunachal Pradesh Dibang Valley LS-42 NH-13, Komlighat park, Pasighat bridge slide 28.763514 95.868872 Debris Slide NA"
1892,,Arunachal Pradesh,"Dibang Valley LS-43 NH-13, komlighat park, Pasighat bridge slide",28.783517,95.904106,Debris Slide NA,"1892 AP/E-Siang/82P8/2022/LS43 Arunachal Pradesh Dibang Valley LS-43 NH-13, komlighat park, Pasighat bridge slide 28.783517 95.904106 Debris Slide NA"
1895,,Arunachal Pradesh,"Dibang Valley LS-44 NH-13, Komlighat park",28.786868,95.908637,Debris Slide NA,"1895 AP/E-Siang/82P8/2022/LS44 Arunachal Pradesh Dibang Valley LS-44 NH-13, Komlighat park 28.786868 95.908637 Debris Slide NA"
1899,AP/LDV/82P11/2022/LS78,Arunachal Pradesh,"East Siang Sisseri bridge slide NH-13, towards Sesseri bridge",28.789647,95.894965,Debris Slide NA,"1899 AP/LDV/82P11/2022/LS78 Arunachal Pradesh East Siang Sisseri bridge slide NH-13, towards Sesseri bridge 28.789647 95.894965 Debris Slide NA"
1915,,Arunachal Pradesh,"Dibang Valley LS-45 NH-13, Komlighat park",28.827069,95.9225,Debris Slide NA,"1915 AP/E-Siang/82P8/2022/LS45 Arunachal Pradesh Dibang Valley LS-45 NH-13, Komlighat park 28.827069 95.9225 Debris Slide NA"
1924,AP/LDV/82P11/2022/LS79,Arunachal Pradesh,Dibang Valley LS-79 NH-13,28.85641,95.859872,Debris Slide NA,1924 AP/LDV/82P11/2022/LS79 Arunachal Pradesh Dibang Valley LS-79 NH-13 28.85641 95.859872 Debris Slide NA
1942,,Arunachal Pradesh,West Kameng NULL NULL,27.092699,92.58314,Debris Slide NA,1942 4691 Arunachal Pradesh West Kameng NULL NULL 27.092699 92.58314 Debris Slide NA
1944,AR/EAK/84E03/2025/01,Arunachal Pradesh,East Kameng NH 13,27.322582,93.048256,Debris Slide NA,1944 AR/EAK/84E03/2025/01 Arunachal Pradesh East Kameng NH 13 27.322582 93.048256 Debris Slide NA
1945,AR/EAK/84E03/2025/02,Arunachal Pradesh,East Kameng NH 13,27.313874,93.045623,Soil Slide NA,1945 AR/EAK/84E03/2025/02 Arunachal Pradesh East Kameng NH 13 27.313874 93.045623 Soil Slide NA
1946,AR/EAK/84E03/2025/03,Arunachal Pradesh,East Kameng NH 13,27.311231,93.04677,Soil Slide NA,1946 AR/EAK/84E03/2025/03 Arunachal Pradesh East Kameng NH 13 27.311231 93.04677 Soil Slide NA
1948,AR/EAK/84E03/2025/05,Arunachal Pradesh,East Kameng NH 13,27.309745,93.047722,Soil Slide NA,1948 AR/EAK/84E03/2025/05 Arunachal Pradesh East Kameng NH 13 27.309745 93.047722 Soil Slide NA
1949,AR/EAK/84E03/2025/06,Arunachal Pradesh,East Kameng NH 13,27.304291,93.052835,Debris Slide NA,1949 AR/EAK/84E03/2025/06 Arunachal Pradesh East Kameng NH 13 27.304291 93.052835 Debris Slide NA
1950,AR/EAK/84E03/2025/07,Arunachal Pradesh,East Kameng NH 13,27.304291,93.052835,Debris Slide NA,1950 AR/EAK/84E03/2025/07 Arunachal Pradesh East Kameng NH 13 27.304291 93.052835 Debris Slide NA
1951,AR/EAK/84E03/2025/08,Arunachal Pradesh,East Kameng NH 13,27.308143,93.059302,Soil Slide NA,1951 AR/EAK/84E03/2025/08 Arunachal Pradesh East Kameng NH 13 27.308143 93.059302 Soil Slide NA
1952,AR/EAK/84E03/2025/09,Arunachal Pradesh,East Kameng NH 13,27.301468,93.053244,Debris Slide NA,1952 AR/EAK/84E03/2025/09 Arunachal Pradesh East Kameng NH 13 27.301468 93.053244 Debris Slide NA
1953,AR/EAK/84E03/2025/10,Arunachal Pradesh,East Kameng NH 13,27.302253,93.050932,Debris Slide NA,1953 AR/EAK/84E03/2025/10 Arunachal Pradesh East Kameng NH 13 27.302253 93.050932 Debris Slide NA
1954,AR/EAK/84E03/2025/11,Arunachal Pradesh,East Kameng NH 13,27.293539,93.050398,Debris Slide NA,1954 AR/EAK/84E03/2025/11 Arunachal Pradesh East Kameng NH 13 27.293539 93.050398 Debris Slide NA
1955,AR/EAK/84E03/2025/12,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1955 AR/EAK/84E03/2025/12 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1956,AR/EAK/84E03/2025/13,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1956 AR/EAK/84E03/2025/13 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1957,AR/EAK/84E03/2025/14,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1957 AR/EAK/84E03/2025/14 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1958,AR/EAK/84E03/2025/15,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1958 AR/EAK/84E03/2025/15 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1959,AR/EAK/84E03/2025/16,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1959 AR/EAK/84E03/2025/16 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1960,AR/EAK/84E03/2025/17,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1960 AR/EAK/84E03/2025/17 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1961,AR/EAK/84E03/2025/18,Arunachal Pradesh,East Kameng NH 13,27.301412,93.051563,Debris Slide NA,1961 AR/EAK/84E03/2025/18 Arunachal Pradesh East Kameng NH 13 27.301412 93.051563 Debris Slide NA
1962,AR/EAK/84E03/2025/19,Arunachal Pradesh,East Kameng NH 13,27.311571,93.046703,Debris Slide NA,1962 AR/EAK/84E03/2025/19 Arunachal Pradesh East Kameng NH 13 27.311571 93.046703 Debris Slide NA
1963,AR/EAK/84E04/2025/20,Arunachal Pradesh,Pakke Kessang NH 13,27.216933,93.066329,Debris Slide NA,1963 AR/EAK/84E04/2025/20 Arunachal Pradesh Pakke Kessang NH 13 27.216933 93.066329 Debris Slide NA
1964,AR/EAK/84E04/2025/21,Arunachal Pradesh,Pakke Kessang NH 13,27.216933,93.066329,Debris Slide NA,1964 AR/EAK/84E04/2025/21 Arunachal Pradesh Pakke Kessang NH 13 27.216933 93.066329 Debris Slide NA
1965,AR/EAK/84E03/2025/22,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1965 AR/EAK/84E03/2025/22 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1966,AR/EAK/84E03/2025/23,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1966 AR/EAK/84E03/2025/23 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1967,AR/EAK/84E03/2025/24,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1967 AR/EAK/84E03/2025/24 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1968,AR/EAK/84E03/2025/25,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1968 AR/EAK/84E03/2025/25 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1970,AR/EAK/84E03/2025/27,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1970 AR/EAK/84E03/2025/27 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1971,AR/EAK/84E03/2025/28,Arunachal Pradesh,East Kameng NH 13,27.296928,93.088111,Debris Slide NA,1971 AR/EAK/84E03/2025/28 Arunachal Pradesh East Kameng NH 13 27.296928 93.088111 Debris Slide NA
1972,AR/EAK/84E12/2025/29,Arunachal Pradesh,Papum Pare NH-13,27.213127,92.652213,Debris Slide NA,1972 AR/EAK/84E12/2025/29 Arunachal Pradesh Papum Pare NH-13 27.213127 92.652213 Debris Slide NA
1973,AR/EAK/84E12/2025/30,Arunachal Pradesh,Papum Pare NH-13,27.062298,93.531487,Debris Slide NA,1973 AR/EAK/84E12/2025/30 Arunachal Pradesh Papum Pare NH-13 27.062298 93.531487 Debris Slide NA
1975,,Arunachal Pradesh,West Kameng Pinjuli bridge Just before pinjuli bridge,27.084417,92.586622,Debris slide NA,1975 3515 Arunachal Pradesh West Kameng Pinjuli bridge Just before pinjuli bridge 27.084417 92.586622 Debris slide NA
1979,,Arunachal Pradesh,West Kameng,27.08386,92.587656,rock slide NA,1979 4540 Arunachal Pradesh West Kameng 27.08386 92.587656 rock slide NA
2021,,Arunachal Pradesh,West Kameng Near BRO camp,27.177138,92.576909,Debris slide NA,2021 6980 Arunachal Pradesh West Kameng Near BRO camp 27.177138 92.576909 Debris slide NA
2022,,Arunachal Pradesh,West Kameng NE of BRO camp,27.178567,92.583154,Debris slide NA,2022 6981 Arunachal Pradesh West Kameng NE of BRO camp 27.178567 92.583154 Debris slide NA
2023,,Arunachal Pradesh,West Kameng Near BRO camp,27.177138,92.576909,Debris slide NA,2023 6982 Arunachal Pradesh West Kameng Near BRO camp 27.177138 92.576909 Debris slide NA
2024,,Arunachal Pradesh,West Kameng Near Jamiri village,27.184248,92.579624,Debris slide NA,2024 6983 Arunachal Pradesh West Kameng Near Jamiri village 27.184248 92.579624 Debris slide NA
2028,,Arunachal Pradesh,West Kameng Nichiphula Taken from opposite slope/road,27.318647,92.77855,Debris slide NA,2028 6990 Arunachal Pradesh West Kameng Nichiphula Taken from opposite slope/road 27.318647 92.77855 Debris slide NA
2029,,Arunachal Pradesh,West Kameng Nichiphula,27.24867,92.737685,Rock slide NA,2029 6991 Arunachal Pradesh West Kameng Nichiphula 27.24867 92.737685 Rock slide NA
2030,,Arunachal Pradesh,West Kameng,27.288425,92.769407,Rock slide NA,2030 6992 Arunachal Pradesh West Kameng 27.288425 92.769407 Rock slide NA
2039,,Arunachal Pradesh,West Kameng way to NIT,27.213127,92.652213,Debris slide NA,2039 7001 Arunachal Pradesh West Kameng way to NIT 27.213127 92.652213 Debris slide NA
2048,,Arunachal Pradesh,East Siang Near Renging NH-13,28.136244,95.245136,Debris slide NA,2048 7047 Arunachal Pradesh East Siang Near Renging NH-13 28.136244 95.245136 Debris slide NA
